gene_name_unique	gene_name	gene_id	seqnames	start	end	strand	exonic_length	logFC	AveExpr	t	P.Value	adj.P.Val	B
Fmo2	Fmo2	ENSMUSG00000040170	chr1	162874317	162898726	-	5609	0.884363839448361	1.10897704665536	6.739299684887	2.01468451939495e-09	2.69020823874808e-05	8.13426366499219
Net1	Net1	ENSMUSG00000021215	chr13	3882018	3918220	-	5217	0.392613418112416	5.04856594485893	5.14085984335996	1.81180736992202e-06	0.00988180534776675	4.85509062918299
Hirip3	Hirip3	ENSMUSG00000042606	chr7	126861972	126865377	+	3265	0.183243949167199	4.48172203633404	5.09027319313959	2.22013150927134e-06	0.00988180534776675	4.63079345990617
Dipk2a	Dipk2a	ENSMUSG00000045414	chr9	94517864	94538081	-	3950	0.263181650134008	5.07335341650791	4.82588598280635	6.32436147949047e-06	0.0180385884039359	3.70486071730625
4930556J24Rik	4930556J24Rik	ENSMUSG00000034493	chr11	3937541	3976778	-	1220	-0.553745817186981	0.898080628776128	-4.76297846541116	8.08097321676757e-06	0.0180385884039359	1.75595018534077
Dll4	Dll4	ENSMUSG00000027314	chr2	119325784	119335962	+	3852	-0.444397208837743	1.99870187489719	-4.7622009784259	8.10540930304915e-06	0.0180385884039359	2.50378098941935
Chpf2	Chpf2	ENSMUSG00000038181	chr5	24586741	24594556	+	5588	0.189179335259704	6.22660385205011	4.64659641657702	1.26634644798165e-05	0.0234754357964983	3.05868708692261
S100a16	S100a16	ENSMUSG00000074457	chr3	90537254	90543151	+	1617	-0.206152140955155	5.74432338322574	-4.61919738626874	1.40645163163324e-05	0.0234754357964983	2.96771463253383
Cyb561	Cyb561	ENSMUSG00000019590	chr11	105933702	105953336	-	3653	0.166234270896761	6.00726664363939	4.57286200412356	1.67833288041808e-05	0.0249008655024696	2.80046650886648
Fabp7	Fabp7	ENSMUSG00000019874	chr10	57784881	57788450	+	1250	-0.394390909669432	4.51222939146501	-4.4328844990711	2.84631545064249e-05	0.0380068502124292	2.32016759513763
Adamtsl2	Adamtsl2	ENSMUSG00000036040	chr2	27079379	27108981	+	7993	0.346715446570438	2.86461774727472	4.39343018059079	3.29805952226816e-05	0.0400354443644061	1.89550246029504
Arfgap1	Arfgap1	ENSMUSG00000027575	chr2	180967225	180982526	+	5367	0.140677804346892	6.67214746345992	4.3616810872392	3.71121636723365e-05	0.0412965601263924	2.06410234221509
Pdk3	Pdk3	ENSMUSG00000035232	chrX	93764607	93832201	-	2561	-0.129129853154396	4.79981757209691	-4.32027050498295	4.32582626654391e-05	0.0444328908747391	1.95168597251657
Mcm2	Mcm2	ENSMUSG00000002870	chr6	88883474	88898780	-	6956	-0.27126552891663	2.32978315867167	-4.2675188947807	5.25224771223859e-05	0.0500951883582299	1.30340770839997
Hist1h1e	Hist1h1e	ENSMUSG00000051627	chr13	23620629	23622558	-	1930	-0.55465793013869	0.604279443983663	-4.20684795367294	6.55488546898813e-05	0.0549938005338892	0.213530715422373
Slc7a5	Slc7a5	ENSMUSG00000040010	chr8	121881150	121907694	-	3708	0.162957971691199	6.49169369582508	4.20539824785425	6.58953649773255e-05	0.0549938005338892	1.53494742191379
Gpsm3	Gpsm3	ENSMUSG00000034786	chr17	34589806	34591754	+	1343	-0.415750069653741	0.609547560687248	-4.1732544972024	7.40476672857309e-05	0.0560421541074462	0.152416634703544
Slain1	Slain1	ENSMUSG00000055717	chr14	103650228	103704907	+	3284	-0.243778503862495	5.92504454934483	-4.14475340051198	8.2081381470478e-05	0.0560421541074462	1.33926981723731
Fam102a	Fam102a	ENSMUSG00000039157	chr2	32535332	32569756	+	6066	-0.136209277022052	6.90880896854606	-4.13206638739099	8.59214650418983e-05	0.0560421541074462	1.29293173962202
Nfkb2	Nfkb2	ENSMUSG00000025225	chr19	46304320	46312385	+	4584	-0.318622162618332	1.96962310213805	-4.12899418291588	8.68770259278355e-05	0.0560421541074462	0.752935262362379
Gjc2	Gjc2	ENSMUSG00000043448	chr11	59175568	59183213	-	2250	-0.469579659509923	4.6900746426028	-4.12472370281725	8.82222879690933e-05	0.0560421541074462	1.30969515988088
Creb5	Creb5	ENSMUSG00000053007	chr6	53287270	53700376	+	25021	-0.412757809954313	3.59501255070486	-4.10953978713137	9.31695809566282e-05	0.0560421541074462	1.20914873021924
9930111J21Rik2	9930111J21Rik2	ENSMUSG00000069892	chr11	49015874	49051242	-	7017	-0.291264427815511	1.57080385458699	-4.09591222428231	9.78360435309291e-05	0.0560421541074462	0.479524244602016
Pomgnt1	Pomgnt1	ENSMUSG00000028700	chr4	116123840	116159849	+	5463	0.109853397929772	6.12847712794815	4.08777895862832	0.00010072730461909	0.0560421541074462	1.14727117336541
Klf3	Klf3	ENSMUSG00000029178	chr5	64803388	64832901	+	11243	-0.155543088539877	5.27748083490937	-4.06613915453521	0.00010882537377159	0.0581258086388814	1.10307388088875
Sox10	Sox10	ENSMUSG00000033006	chr15	79154908	79165240	-	3051	-0.331093625935735	5.93158646527037	-4.04984248234991	0.000115333040198386	0.0592323879141943	1.02790831650539
Mthfd1l	Mthfd1l	ENSMUSG00000040675	chr10	3973118	4167081	+	4435	0.179222432346034	3.95941875605128	3.97847696930649	0.00014849884807523	0.0720918233630269	0.845039785106045
Podxl	Podxl	ENSMUSG00000025608	chr6	31519488	31563981	-	5488	-0.195166175153274	5.68982984554087	-3.9508511836617	0.000163648108938353	0.0720918233630269	0.714069479537391
Idi1	Idi1	ENSMUSG00000058258	chr13	8885501	8892451	+	3505	-0.20105614073885	3.90018494729795	-3.94764219634363	0.000165500913751478	0.0720918233630269	0.741467199028433
Slc2a1	Slc2a1	ENSMUSG00000028645	chr4	119108711	119137983	+	3506	0.228445010579855	6.98462751325315	3.92748457978947	0.000177607227789631	0.0720918233630269	0.631054587631664
Trim36	Trim36	ENSMUSG00000033949	chr18	46165300	46212607	-	4933	-0.403188732600541	3.5379463265249	-3.92570133435572	0.000178718114917178	0.0720918233630269	0.646684630304477
Ccdc190	Ccdc190	ENSMUSG00000070532	chr1	169928648	169934653	+	1734	-0.262367667337258	3.88313912408478	-3.92488639685995	0.00017922799848361	0.0720918233630269	0.663990083318514
Slc16a1	Slc16a1	ENSMUSG00000032902	chr3	104638668	104658462	+	4426	-0.252720027308256	5.47238125827885	-3.92265378727084	0.000180632023256983	0.0720918233630269	0.636063809621541
S1pr5	S1pr5	ENSMUSG00000045087	chr9	21242912	21248443	-	2500	-0.459401368508449	4.41991554617491	-3.91804552758022	0.000183563393570203	0.0720918233630269	0.657814387388287
Unc5b	Unc5b	ENSMUSG00000020099	chr10	60762593	60831581	-	6258	-0.353899041483011	5.85873258976437	-3.89359296019943	0.000199895506182571	0.0735844843174847	0.527495997757122
Nipal4	Nipal4	ENSMUSG00000020411	chr11	46148155	46166508	-	3444	-0.492291117891575	2.88581942631858	-3.89349824419122	0.00019996139117139	0.0735844843174847	0.426412287551416
Cdc42ep1	Cdc42ep1	ENSMUSG00000049521	chr15	78842624	78850897	+	2560	-0.335742906494557	4.85096121245937	-3.8831232576675	0.000207305410353142	0.0735844843174847	0.536201113681966
Efnb3	Efnb3	ENSMUSG00000003934	chr11	69554092	69560205	-	3183	-0.24822758671622	7.27039653909498	-3.88021910955229	0.00020940690511978	0.0735844843174847	0.482835051664935
