gene_name_unique	gene_name	gene_id	seqnames	start	end	strand	exonic_length	logFC	AveExpr	t	P.Value	adj.P.Val	B
Dbp	Dbp	ENSMUSG00000059824	chr7	45705088	45710203	+	2993	-0.404501046148838	5.91848726937854	-6.19566458869356	2.18341422004095e-08	0.000291551300802068	8.90925633635762
Fam76a	Fam76a	ENSMUSG00000028878	chr4	132899213	132922558	-	3088	-0.156968700045489	5.82345931434675	-5.83975179042934	1.00388573534322e-07	0.000670244311201902	7.50085893866357
Ciart	Ciart	ENSMUSG00000038550	chr3	95878503	95882251	-	2261	-0.470573015989216	3.79484257412875	-5.38869464540655	6.6091186124951e-07	0.00294171869442157	5.40198245196972
Nim1k	Nim1k	ENSMUSG00000095930	chr13	119710094	119755882	-	8466	-0.170481248887667	4.76172504034809	-5.14610263045346	1.77395057626279e-06	0.00592189051120927	4.79830578863017
Ccpg1	Ccpg1	ENSMUSG00000034563	chr9	72985429	73016340	+	7497	0.119399129408693	6.99426643134702	4.9779648455578	3.47456653041634e-06	0.00927917737612989	4.25328860904989
Tnfrsf21	Tnfrsf21	ENSMUSG00000023915	chr17	43016555	43089189	+	4109	0.198207178650067	6.21975400486143	4.80245567286633	6.93016897098543e-06	0.0149430431507497	3.62104732099217
Arhgef19	Arhgef19	ENSMUSG00000028919	chr4	141239499	141257564	+	4242	0.178651428284398	4.58487809911102	4.7709824561185	7.83354317795611e-06	0.0149430431507497	3.4450563608285
Sphk2	Sphk2	ENSMUSG00000057342	chr7	45709467	45718002	-	4159	0.148790113638158	4.87215895484104	4.70854165356739	9.9773876840097e-06	0.0166535072180727	3.25789373387796
Akap1	Akap1	ENSMUSG00000018428	chr11	88830792	88864586	-	4390	-0.154038133805118	5.74029514708145	-4.5440844630944	1.87217103637488e-05	0.027776777609682	2.7120502182018
Dnmbp	Dnmbp	ENSMUSG00000025195	chr19	43846821	43940191	-	8264	-0.195791865741583	4.30830479247239	-4.41227674085482	3.07423365178804e-05	0.0358388389825181	2.21314625060924
Pmepa1	Pmepa1	ENSMUSG00000038400	chr2	173224458	173276533	-	4913	-0.289126317790918	6.06753701981276	-4.40302819205699	3.18217066700279e-05	0.0358388389825181	2.22829979645304
Myo1b	Myo1b	ENSMUSG00000018417	chr1	51749765	51916071	-	10792	-0.289984395080021	5.72119321804009	-4.39979642664393	3.22074490968485e-05	0.0358388389825181	2.21863070020634
Zfyve28	Zfyve28	ENSMUSG00000037224	chr5	34194893	34288449	-	5756	-0.342840330681589	6.31362794312659	-4.37359917603838	3.55057313039443e-05	0.0364698484693514	2.12772291670267
Mfsd6	Mfsd6	ENSMUSG00000041439	chr1	52656286	52727462	-	8231	0.176552728349962	6.754144550674	4.30672530710015	4.54739868877552e-05	0.0407027621181862	1.90233148492369
Pold2	Pold2	ENSMUSG00000020471	chr11	5872180	5878292	-	1896	0.225710751215579	3.47623520766311	4.28473476151639	4.93064294558507e-05	0.0407027621181862	1.64660435348892
Lrrc7	Lrrc7	ENSMUSG00000028176	chr3	158082891	158562221	-	9816	-0.256355044243813	7.28664977545419	-4.27816839081942	5.05099978500938e-05	0.0407027621181862	1.80889848586198
Dock3	Dock3	ENSMUSG00000039716	chr9	106892825	107231909	-	14448	-0.17344117883933	8.4872539698741	-4.27119295181896	5.18195878086696e-05	0.0407027621181862	1.78915487319163
Usp2	Usp2	ENSMUSG00000032010	chr9	44067021	44095627	+	4818	-0.257674280845268	6.14879200142169	-4.25509081730483	5.49689408318139e-05	0.0407777926070673	1.73012487963869
Tatdn2	Tatdn2	ENSMUSG00000056952	chr6	113697050	113711069	+	3548	-0.102934017884265	5.22760166044392	-4.20495548794758	6.60015453112211e-05	0.0419816830451391	1.57158905299532
Ubtd2	Ubtd2	ENSMUSG00000044949	chr11	32455370	32516687	+	1012	-0.211334222272582	3.66804630834483	-4.194658186446	6.85180032639007e-05	0.0419816830451391	1.42282993173806
Rgs7	Rgs7	ENSMUSG00000026527	chr1	175059087	175492500	-	6019	-0.196081013686652	6.6233975713194	-4.18694251332948	7.0463874913983e-05	0.0419816830451391	1.50343401660493
Rad51c	Rad51c	ENSMUSG00000007646	chr11	87376645	87404954	-	4384	0.30181967600224	1.92827206232582	4.15845883586421	7.81187192700168e-05	0.0419816830451391	0.564391681423849
