gene_name_unique	gene_name	gene_id	seqnames	start	end	strand	exonic_length	logFC	AveExpr	t	P.Value	adj.P.Val	B
Dbp	Dbp	ENSMUSG00000059824	chr7	45705088	45710203	+	2993	-0.921140486995448	5.91848726937854	-13.4185832426428	1.99280144884769e-22	2.66098777464632e-18	40.3415032914932
Ciart	Ciart	ENSMUSG00000038550	chr3	95878503	95882251	-	2261	-1.12374809952473	3.79484257412875	-12.2891372976445	2.56143962443338e-20	1.71014516525294e-16	34.90887682784
Nr1d2	Nr1d2	ENSMUSG00000021775	chr14	18204054	18239127	-	5409	-0.354883243798051	6.9983895988637	-10.8814704167386	1.31739064795367e-17	5.86370577404179e-14	29.5975042681343
Tspan4	Tspan4	ENSMUSG00000025511	chr7	141475240	141493427	+	2178	-0.676760294399591	3.73067534130102	-10.7151725572645	2.78708856913156e-17	9.30399841590342e-14	28.3578262606833
Bhlhe41	Bhlhe41	ENSMUSG00000030256	chr6	145858243	145865558	-	6720	-0.565302414254177	5.33289539347914	-10.3435018775868	1.49869128331394e-16	4.0024049412182e-13	27.1976046850604
Mfsd2a	Mfsd2a	ENSMUSG00000028655	chr4	122946850	122961188	-	2250	-0.662980164397683	4.56317108687667	-10.2055989135062	2.80416024281087e-16	6.2406586203756e-13	26.4820653487236
Per2	Per2	ENSMUSG00000055866	chr1	91415982	91459324	-	5856	-0.791405480271557	5.39390607220688	-9.97918000003263	7.86318137665233e-16	1.49995801317769e-12	25.586583549608
Hif3a	Hif3a	ENSMUSG00000004328	chr7	17031507	17062427	-	6710	-1.68950349920244	3.18806944821207	-9.86494480836993	1.32426421386402e-15	2.21036250596579e-12	24.3456235998211
Atp10a	Atp10a	ENSMUSG00000025324	chr7	58656166	58829420	+	5587	-0.56314951056603	4.55315344405491	-9.46557163804263	8.22885039716174e-15	1.22088710392556e-11	23.2324822571629
Dmpk	Dmpk	ENSMUSG00000030409	chr7	19083849	19093821	+	4330	-0.552156449388653	4.82849742016147	-9.36145188576525	1.32608552750678e-14	1.7707220048798e-11	22.8115170512864
Mthfd1l	Mthfd1l	ENSMUSG00000040675	chr10	3973118	4167081	+	4435	-0.409181807997863	3.95941875605128	-8.79736011628963	1.76511174828747e-13	2.1426851977166e-10	20.1779414919112
Adam10	Adam10	ENSMUSG00000054693	chr9	70678997	70780229	+	4913	0.190611589744563	6.49985999888631	8.68187147161976	2.9992244830502e-13	3.33738704351411e-10	19.8226663785302
Paqr5	Paqr5	ENSMUSG00000032278	chr9	61953481	62026856	-	3954	-0.710684874025041	2.64303316367777	-8.65809828299289	3.34500442231293e-13	3.43583415778035e-10	18.9114107686749
Neu4	Neu4	ENSMUSG00000034000	chr1	94020451	94028334	+	4637	-0.414852594783343	3.6825829560159	-8.42724483579919	9.64624295566251e-13	8.56624260449572e-10	18.4920427149186
Slc2a1	Slc2a1	ENSMUSG00000028645	chr4	119108711	119137983	+	3506	-0.48300818363224	6.98462751325315	-8.42466283163552	9.76112537514437e-13	8.56624260449572e-10	18.6725404766565
Sdc4	Sdc4	ENSMUSG00000017009	chr2	164424247	164443887	-	2547	-0.477463916794241	6.17302145268755	-8.41369922554565	1.0264351207364e-12	8.56624260449572e-10	18.623372744531
Cdh19	Cdh19	ENSMUSG00000047216	chr1	110888326	110977584	-	4280	-0.625365078912258	4.49380022120536	-8.23390521566194	2.33950222234228e-12	1.78322030635778e-09	17.7964319012631
Plin4	Plin4	ENSMUSG00000002831	chr17	56100591	56109803	-	6350	-2.32239593626106	2.41613424805624	-8.22798386514663	2.40380180591927e-12	1.78322030635778e-09	17.0526805742265
Serpini1	Serpini1	ENSMUSG00000027834	chr3	75557547	75643495	+	7286	0.443493994160196	7.69857317454105	8.15175546925472	3.4074605236782e-12	2.37905125349008e-09	17.4569037018997
Prr5	Prr5	ENSMUSG00000036106	chr15	84669620	84703673	+	1917	-0.651571049989293	3.497237898134	-8.14198020531035	3.56332098178698e-12	2.37905125349008e-09	17.1937969036818
Tns2	Tns2	ENSMUSG00000037003	chr15	102100413	102116401	+	5452	-0.487588998681485	5.08352949763627	-8.12828618386548	3.79369780652893e-12	2.41224984812289e-09	17.354100976965
Cspg4	Cspg4	ENSMUSG00000032911	chr9	56865033	56899870	+	11931	-0.317291178698234	5.2520293120974	-8.06926964642478	4.96906845159347e-12	3.01599868336944e-09	17.0928480764611
Crlf3	Crlf3	ENSMUSG00000017561	chr11	80046493	80080991	-	4261	-0.3321955906686	4.49208258753812	-7.92308514137033	9.68878561633550e-12	5.47946269649531e-09	16.4295503058732
Cables1	Cables1	ENSMUSG00000040957	chr18	11839220	11945630	+	3839	-0.388249453341939	4.86630171806102	-7.91950218189632	9.8485063068889e-12	5.47946269649531e-09	16.4272430100753
Xdh	Xdh	ENSMUSG00000024066	chr17	73883895	73950196	-	9175	-0.913790538612641	3.05506802233935	-7.72135419216715	2.42942440427953e-11	1.29760416281378e-08	15.2505650703756
Usp54	Usp54	ENSMUSG00000034235	chr14	20548912	20641063	-	9068	-0.392810859669833	6.82172403451951	-7.65800615650333	3.24045728887173e-11	1.66422408378093e-08	15.257712194226
Bsg	Bsg	ENSMUSG00000023175	chr10	79704491	79711969	+	1814	0.215068898799993	8.63452385641943	7.61805792312248	3.88531022404322e-11	1.8664585552804e-08	15.0953221529532
Cldn5	Cldn5	ENSMUSG00000041378	chr16	18776847	18778262	+	1416	0.570866953769452	5.18776833277451	7.6147015237212	3.94498508830235e-11	1.8664585552804e-08	15.0841414219599
Tsc22d3	Tsc22d3	ENSMUSG00000031431	chrX	140539528	140600659	-	4341	-0.640057044430606	6.34745103978865	-7.60872198127459	4.05356834442684e-11	1.8664585552804e-08	15.0400042276326
Vcan	Vcan	ENSMUSG00000021614	chr13	89655312	89742509	-	14462	-0.37902337627129	5.07789161927989	-7.59042031209575	4.40475317244018e-11	1.96055563705312e-08	14.9778823113909
Nicn1	Nicn1	ENSMUSG00000032606	chr9	108290429	108296498	+	2835	0.164230625315619	6.19991220882581	7.52230997038769	5.99925119854439e-11	2.58412907271494e-08	14.6574732066543
Slco1a4	Slco1a4	ENSMUSG00000030237	chr6	141805440	141856199	-	6414	-0.336079249007225	6.57372609891106	-7.48627703379218	7.06327781150319e-11	2.94737339428131e-08	14.4975290065035
Klf15	Klf15	ENSMUSG00000030087	chr6	90462576	90475238	+	2791	-0.55025871946671	5.03744400284964	-7.40426622146642	1.0237454495368e-10	3.97740414053764e-08	14.1622564766395
Arl1	Arl1	ENSMUSG00000060904	chr10	88730858	88744094	+	2369	0.180236089021445	6.63710241365203	7.38858331103145	1.09896039018822e-10	3.97740414053764e-08	14.0665138726546
Lfng	Lfng	ENSMUSG00000029570	chr5	140607320	140615545	+	2505	-0.481087917818702	4.53516720319261	-7.38604497439549	1.11164081616083e-10	3.97740414053764e-08	14.0833440277184
Cntfr	Cntfr	ENSMUSG00000028444	chr4	41657498	41697089	-	2782	-0.250002473040928	6.59543224528545	-7.38512428545556	1.1162760643603e-10	3.97740414053764e-08	14.0514120617845
Rapgef3	Rapgef3	ENSMUSG00000022469	chr15	97744770	97767972	-	6336	-0.335221296220221	5.59157386167271	-7.38281311679811	1.12799663781894e-10	3.97740414053764e-08	14.0550141948501
Adap2	Adap2	ENSMUSG00000020709	chr11	80154105	80178958	+	1785	-0.412544135618345	3.53808697098654	-7.38205054657215	1.13189064135723e-10	3.97740414053764e-08	13.9596817394258
Gabarapl1	Gabarapl1	ENSMUSG00000030161	chr6	129533160	129542346	+	2013	0.170464517684131	9.09336648549158	7.33822978865693	1.37963691317948e-10	4.72366453889374e-08	13.8691596711101
Ankrd13a	Ankrd13a	ENSMUSG00000041870	chr5	114774677	114806200	+	5983	-0.352914825976165	5.80411729306795	-7.32419748709784	1.46984706818828e-10	4.90671697537954e-08	13.7919294657696
Vopp1	Vopp1	ENSMUSG00000037788	chr6	57727807	57825159	-	9821	0.340573780462877	6.39345804009559	7.30838318807794	1.57856150662428e-10	5.07103973651207e-08	13.7140550091202
Hnrnph2	Hnrnph2	ENSMUSG00000045427	chrX	134601179	134607060	+	4369	0.153623529586382	6.87826049997881	7.30608323148852	1.59502485533968e-10	5.07103973651207e-08	13.7053574660062
Flrt2	Flrt2	ENSMUSG00000047414	chr12	95692226	95785215	+	7721	0.378258205186074	6.22962644095798	7.27585319505394	1.82796800974776e-10	5.676478333526e-08	13.5722776223373
Tlr3	Tlr3	ENSMUSG00000031639	chr8	45395665	45411080	-	5207	0.349724866121021	3.92619668703095	7.2615342240648	1.94982010193452e-10	5.91726086843902e-08	13.5096032723906
